"","serialno","triwales","gogledd","bes05","wtfactor","intdate","sintdate","sttim","inwshh","inwsmm","inwdd","inwmm","inwyr","sintlen","thank","wreadpap","whpaper1","whpaper2","whpaper3","nwspswrg","nwspbrit","nwspwrld","bbc1wale","bbc1othr","bbc2","htvwales","itvother","channel4","s4c","channel5","skynews","othchanl","tvnever","tvrgnews","ptythnk","ptycls","idstrng","partyid","politic2","voted","votecod1","votecod2","votecod3","votecod4","votecod5","nvvotec","nvvotel","whendecd","votec","yvtclsc","ptyprefc","voters2c","votel","yvtclsl","ptyprefl","scwbrit","vote1st","vote2nd","mostimpo","mostimp1","mostimp2","mostimp3","mostimp4","mostimp5","voteukge","dfwnscw","dfwnge","coalitin","coalitw","votesyst","votesylc","confeel","labfeel","ldfeel","pcfeel","natcapab","evblair","evids","evkenned","evmorgan","evwjones","evgerman","evbourne","cnlbdfw","natlabdf","coalpc","snhsiesw","snhswhsw","edstiesw","edstwhsw","sliviesw","slivwhsw","taxspend","bpriorf1","bpriorf2","brworld","levelgen","levelub","levelfee","levelpsc","iraq1","iraq2","asylum","buspass","foundhos","ecpolicy","abolspw","govtrust","soctrust","govtwork","walework","losetch","voteintr","lostcham","cooppaas","coophoc","impgweas","ukintnat","natinnat","regbias","whbias","closeloc","closeesw","closebr","closeeur","srsoccl1","srsoccl2","srsoccl","natclass","natid","gbpride","natpride","ident1b","ident2b","ident3b","flaguj","flagnat","passport","waleparl","walepar2","votessw2","walshind","indepent","doesinfl","oughinfl","infl10yr","leaveuk2","voiceuk3","sayingv3","imprved3","wnanhs","wnaecon2","contgovb","contnhs","evcnam1","evcnam2","evcnmp","evcncoun","wllivlan","welshdif","rwelshsp","rsex","rage","ragecat","ragecat2","rsexage","rsexage2","natbrit","nateng","nateuro","natirish","natni","natscot","natulst","natwelsh","natoth","natnone","bnationu","bestnatu","religion","religsum","famrelig","rlfamsum","chattend","marstat2","marstat","married","rspborn","rlivels2","livwasc2","parborn","livearea","tenure","tenure2","reconact","seconact","r2soc200","r2es2000","r2nssec","r2sic92","r2lastjb","r2emplye","r2superv","r2ocsec2","r2empwrk","r2jbhrsi","r2empst2","r2sicgp","r2ngh","r2nghgrp","p2soc200","p2es2000","p2nssec","p2sic92","p2lastjb","p2emplye","p2superv","p2ocsec2","p2empwrk","p2jbhrsi","p2empst2","p2sicgp","p2ngh","p2nghgrp","unionsa2","maininc2","hhincome","othchld4","schqual","pschqual","edqual1","edqual2","edqual3","edqual4","edqual26","edqual27","edqual28","edqual29","edqual30","edqual31","edqual32","edqual22","edqual23","edqual24","edqual25","edqual10","edqual11","edqual17","edqual18","edqual19","edqual20","edqual21","edqual12","edqual13","edqual14","edqual15","edqual16","hedqual","internet","wwwuse","vote01","votsw99c","votsw99l","refvotew","phone","phonebck","stable","endtim","inwehh","inwemm","selfcomp","duration","sintlen2","int_num","tnc","duno","dusel","persno","perssel","intlang","rborn3","tenure5","reconsum","seconsum","r2opcat","p2opcat","r2class","p2class","r2clasgp","p2clasgp","r2econps","p2econps","r2nseg","p2nseg","r2nseggp","p2nseggp","r2nsoccl","p2nsoccl","r2jbhrci","p2jbhrci","r2partfi","p2partfi","psu_id","ua_id","ua_name","constit","region","clwydw","northw","wardid","wardname","welshspk","popdens","endfile","cardno20","intvr20","batch20","language","fairshar","richlaw","tuntneed","privent","publcown","govresp1","nlbintwc","nlbinten","nlbintsw","nlbintwl","swlintwc","swlinten","swlintsw","swlintwl","natintwc","natinten","natintsw","natintwl","conintwc","coninten","conintsw","conintwl","ldwintwc","ldwinten","ldwintsw","ldwintwl","votduty2","proprep","proprnat","proprloc","swvotdf2","swsysdf2","swquiz1b","swquiz3b","quizscbu","quizrhod","swquiz4","swquiz5","swquiz6","swquiz7","swquiz8","swquiz9","quizldco","quizlist","quiz60am","swvote1","swvote2b","swvote3b","swvote4","electsy1","electsy2","swvots1b","swvots2b","swvotsy3","swvots4b","swvot5b","swvot6b","swvotsy7","swvotsy8","numbmps","govcoal1","govcoal2","minorp","foregone","qtime","qdate","scsexchk","scagechk","leftrigh","wmirror","filter_$","constpre","trids","walesbor"
"522",24720,1,0,1,0.5513,"21052003","21052003","10:11:06",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,1,0,1,0,0,0,0,0,2,2,-1,3,2,4,1,-1,-1,-1,-1,-1,NA,NA,1,2,1,NA,1,2,1,NA,2,2,98,"AS LONG AS THEY DO GOOD FOR THE COUNTRY, DO GOOD FOR EVERYONE, THERE'S NO JOBS HERE.",97,NA,NA,NA,NA,2,2,2,1,1,2,2,5,1,5,8,1,5,98,98,4,98,98,98,1,1,1,5,1,8,9,5,1,3,1,2,4,2,1,1,1,1,4,5,1,8,3,3,2,2,3,3,1,1,1,2,2,3,2,3,8,NA,1,1,2,4,2,NA,2,2,2,3,1,14,19,4,2,1,8,8,8,1,3,4,2,2,2,3,3,3,8,3,3,1,1,2,NA,2,1,1,1,3,2,67,7,6,15,13,2,2,2,2,2,2,2,1,2,2,-1,8,11,3,11,3,7,5,4,3,4,1,-1,2,67,1,1,9,-1,9223,7,12.2,80,4,1,2,3,2,10,9,13,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,0,98,98,0,1,1,1,"11:00:32",NA,NA,61,49,49,"0437",1,1,-1,1,-1,NA,1,1,4,NA,12,NA,6,NA,5,NA,9,NA,14,NA,6,NA,6,NA,1,NA,2,NA,47,"00PB","Pen-y-bont ar Ogwr - Bridgend","Ogmore Co Const",3,0,0,"00PBPF","Nant-y-Moel ED",4.82,3.4,"X",20,NA,1081,1,2,2,4,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,4,3,1,1,1,3,1,1,8,8,8,8,1,1,8,8,2,4,4,1,8,4,2,2,2,4,4,2,2,1,2,4,4,4,4,605,2,66,2.5,0,1,NA,1,1
"523",24802,2,0,0,1.1027,"03052003","03052003","11:35:20",NA,NA,NA,NA,NA,NA,NA,1,3,96,0,2,2,1,1,1,1,1,0,0,0,1,1,0,0,1,2,-1,2,2,4,1,-1,-1,-1,-1,-1,NA,NA,4,2,1,NA,1,2,1,NA,1,2,5,"children's hospital",3,NA,NA,NA,NA,0,3,2,2,2,2,2,3,2,4,3,1,7,6,98,6,6,98,98,3,2,1,1,2,2,1,2,1,3,2,1,2,1,1,2,1,3,1,1,1,3,5,3,3,2,2,2,2,3,2,2,2,3,2,2,2,1,2,2,3,3,4,1,1,2,4,2,2,14,8,21,2,1,8,3,4,1,2,3,1,1,2,2,1,3,1,2,2,3,1,1,4,1,1,2,1,2,2,30,2,2,10,9,1,2,2,2,2,2,2,1,1,2,8,8,8,3,8,3,7,1,1,1,4,1,-1,1,30,3,2,3,8,9223,7,12.2,80,NA,1,2,3,1,11,9,13,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,2,8,1,1,1,"12:20:04",NA,NA,61,45,45,"7088",1,1,-1,2,2,NA,1,3,2,5,12,NA,6,NA,5,NA,2,11,10,NA,5,NA,5,NA,1,NA,2,NA,48,"00PB","Pen-y-bont ar Ogwr - Bridgend","Bridgend Co Const",3,0,0,"00PBNQ","Cefn Cribwr ED",7.14,1.06,"X",20,NA,3175,1,4,3,4,3,2,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,8,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,3,8,8,8,8,8,8,2,1,3,2,3,2,2,2306,2,40,2.5,1,0,3,3,1
"524",24803,2,0,0,1.1027,"04062003","04062003","19:18:57",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,2,3,2,1,1,1,1,0,1,0,0,0,0,0,1,2,-1,2,2,2,1,-1,-1,-1,-1,-1,NA,NA,1,2,1,NA,1,2,1,NA,3,2,3,"no one reason",97,NA,NA,NA,NA,2,2,2,2,2,1,1,5,2,3,4,1,7,5,5,6,3,7,3,1,1,1,4,1,8,9,3,4,2,1,3,2,2,2,1,1,4,2,2,4,3,4,3,3,2,2,3,1,1,1,2,2,3,3,1,2,2,1,1,1,2,2,NA,2,4,3,1,1,8,14,2,4,1,1,5,8,2,2,4,2,2,2,3,3,3,3,3,3,2,2,2,NA,2,2,3,3,3,1,71,7,6,7,6,1,2,2,2,2,2,2,1,2,2,1,1,3,1,3,1,7,1,1,1,4,1,-1,1,71,1,1,9,10,9221,7,12.2,85,4,1,2,3,5,40,9,14,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,97,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,2,2,2,2,2,NA,2,"19:55:58",NA,NA,61,37,37,"0431",3,1,-1,2,1,NA,1,1,4,5,12,NA,6,NA,5,NA,9,8,13,NA,5,NA,5,NA,4,NA,1,NA,48,"00PB","Pen-y-bont ar Ogwr - Bridgend","Bridgend Co Const",3,0,0,"00PBNQ","Cefn Cribwr ED",7.14,1.06,"X",20,NA,4044,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,3,3,3,3,2,3,3,3,3,1,1,1,4,3,1,2,1,1,2,3,1,1,3,8,4,4,1,2,2,3,2,2,2,3,3,3,2,2,2,3,3,2,4,3,3,2,2,2105,1,34,2.66666666666667,0,1,1,2,1
"525",24806,2,0,0,1.1027,"08052003","08052003","18:30:03",NA,NA,NA,NA,NA,NA,NA,1,2,14,0,2,3,2,1,0,0,1,0,0,0,0,0,0,0,1,2,-1,2,2,2,1,-1,-1,-1,-1,-1,NA,NA,2,2,2,NA,2,3,4,NA,3,2,3,"education",2,NA,NA,NA,NA,2,1,1,1,2,2,2,5,1,2,4,1,7,1,5,6,2,4,2,1,1,1,3,3,2,2,3,3,3,1,2,1,1,1,1,1,4,2,3,3,4,2,3,4,1,3,3,1,2,4,2,3,2,4,2,2,2,1,1,1,2,2,NA,2,1,1,2,1,8,14,28,3,1,8,3,8,1,2,4,2,2,1,2,1,1,1,3,2,3,1,2,NA,2,1,1,2,3,1,45,4,4,4,4,1,2,1,2,2,2,2,1,2,2,8,8,0,5,8,3,7,1,1,1,4,1,-1,1,21,2,1,3,3,8211,7,13.3,27,NA,1,2,1,4,68,9,4,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,1,2,2,2,1,1,1,1,"19:01:01",NA,NA,61,31,31,"7088",3,1,-1,2,1,NA,1,2,2,2,13,NA,7,NA,5,NA,1,5,12,NA,4,NA,4,NA,4,NA,1,NA,48,"00PB","Pen-y-bont ar Ogwr - Bridgend","Bridgend Co Const",3,0,0,"00PBNQ","Cefn Cribwr ED",7.14,1.06,"X",20,NA,4045,1,3,3,4,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,8,8,2,8,8,2,2,8,8,2,2,2,2,2,2,2,8,2,2,8,8,2,2,2,1,8,8,8,8,3,2105,2,32,2.66666666666667,1,0,3,1,1
"526",24808,2,0,0,1.1027,"08052003","08052003","17:06:46",NA,NA,NA,NA,NA,NA,NA,1,9,0,0,3,3,3,0,0,0,0,0,1,0,0,1,0,0,1,2,-1,1,2,1,1,-1,-1,-1,-1,-1,NA,NA,3,97,-3,-3,-3,NA,NA,NA,1,NA,NA,"local affairs",16,NA,NA,NA,NA,2,2,1,2,2,1,1,4,3,3,3,1,5,5,5,6,5,4,4,2,2,1,4,2,2,2,1,2,3,4,2,3,1,2,2,1,1,2,4,2,2,3,2,4,1,3,3,1,1,3,3,3,3,3,2,1,NA,2,2,1,2,2,NA,2,2,3,2,2,4,3,8,3,3,8,3,4,1,2,4,2,1,1,2,1,3,1,3,2,3,1,2,NA,2,2,2,2,3,2,72,7,6,15,13,1,2,2,1,2,2,2,1,2,2,4,4,3,1,2,2,1,1,1,1,4,1,-1,1,19,1,1,9,9,4215,6,6,51,4,1,1,1,1,42,8,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,1,2,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,2,2,2,1,1,1,2,"17:47:07",NA,NA,61,41,41,"7088",2,1,-1,2,2,NA,1,1,4,4,6,NA,2,NA,1,NA,9,9,8,NA,2,NA,3,NA,4,NA,1,NA,48,"00PB","Pen-y-bont ar Ogwr - Bridgend","Bridgend Co Const",3,0,0,"00PBNQ","Cefn Cribwr ED",7.14,1.06,"X",20,NA,4046,1,4,2,3,2,2,1,2,3,2,3,2,3,2,2,2,3,2,1,3,3,3,4,2,2,2,3,2,2,2,2,4,4,1,1,1,4,1,1,4,3,1,4,1,4,1,2,2,3,3,1,1,4,3,4,2,2,3,4,2,2,2,4,1,2,2,2004,1,25,2.33333333333333,0,1,3,2,1
"527",24809,2,0,0,1.1027,"16052003","16052003","15:04:50",NA,NA,NA,NA,NA,NA,NA,1,1,14,0,3,3,3,1,1,0,1,1,0,0,0,1,0,0,1,2,-1,3,2,3,2,5,96,96,96,96,2,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,2,2,1,1,1,2,2,3,1,3,3,2,8,3,5,6,6,2,98,2,2,1,8,9,1,2,8,9,2,1,4,1,2,2,2,2,4,2,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,3,2,2,1,1,1,2,2,4,1,1,2,2,1,1,8,14,2,1,1,8,4,5,1,2,3,4,2,4,2,1,1,1,1,2,1,1,2,NA,2,1,1,2,3,2,34,2,2,10,9,2,2,2,2,2,2,2,1,2,2,-1,8,3,1,3,1,7,1,1,1,4,2,24,2,2,2,1,3,3,3562,6,4.1,75,NA,1,1,3,5,19,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,1,1,2,0,NA,0,1,1,1,"15:36:56",NA,NA,61,32,32,"7088",2,1,-1,2,2,NA,1,2,2,2,4,NA,2,NA,1,NA,2,5,7,NA,2,NA,2,NA,2,NA,2,NA,48,"00PB","Pen-y-bont ar Ogwr - Bridgend","Bridgend Co Const",3,0,0,"00PBNN","Bryntirion laleston and Merthy",7.14,1.06,"X",20,NA,4047,1,5,1,2,4,2,2,4,2,3,2,4,3,2,1,3,3,1,1,4,2,2,1,4,2,1,1,3,2,2,2,3,2,1,1,2,2,1,3,3,3,3,2,2,3,2,2,2,2,3,2,2,2,2,4,2,2,2,4,4,2,2,2,4,2,2,1305,1,56,2,0,1,2,1,1
"528",24811,2,0,0,1.1027,"08052003","08052003","12:55:13",NA,NA,NA,NA,NA,NA,NA,1,9,0,0,2,3,3,1,1,1,1,0,1,1,1,0,0,0,1,2,-1,2,2,3,1,-1,-1,-1,-1,-1,NA,NA,3,2,2,NA,2,2,2,NA,1,2,3,"schools",2,NA,NA,NA,NA,2,2,2,2,1,2,2,5,2,3,3,1,8,2,5,8,98,98,98,1,2,1,2,2,3,1,3,1,3,1,4,3,2,1,2,2,4,1,4,2,2,4,2,2,1,2,2,4,4,4,3,3,3,3,2,3,NA,1,1,1,1,2,NA,2,2,3,2,2,28,8,14,3,3,1,3,4,2,2,4,2,2,2,3,3,1,3,2,3,3,3,2,NA,2,2,2,4,3,1,72,7,6,7,6,1,2,2,2,2,2,2,1,2,2,1,1,7,3,11,3,7,1,1,1,4,2,67,1,43,1,1,9,9,1121,4,2,27,4,1,1,1,5,40,5,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,9,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,2,1,2,2,2,1,1,1,2,"13:39:42",NA,NA,61,44,44,"7088",4,1,-1,2,1,NA,1,1,4,4,2,NA,1,NA,1,NA,9,9,2,NA,1,NA,2,NA,4,NA,1,NA,48,"00PB","Pen-y-bont ar Ogwr - Bridgend","Bridgend Co Const",3,0,0,"00PBNN","Bryntirion laleston and Merthy",7.14,1.06,"X",20,NA,1082,1,4,2,4,3,2,3,2,3,3,4,2,2,2,2,2,3,2,1,2,2,2,3,2,2,2,3,3,1,1,1,3,2,2,2,2,1,2,2,8,8,2,8,2,8,2,3,2,4,3,2,2,4,3,3,2,3,2,1,2,2,3,2,2,2,1,705,2,37,2.33333333333333,0,1,3,2,1
"529",24813,2,0,0,1.654,"03052003","03052003","16:09:05",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,2,1,4,1,-1,-1,-1,-1,-1,NA,NA,3,5,2,NA,1,5,2,NA,1,5,1,"rural isues",18,NA,NA,NA,NA,1,2,2,1,1,1,1,2,4,3,2,2,7,4,6,7,7,98,98,2,1,2,3,3,5,3,4,1,2,1,3,3,2,1,1,1,2,2,2,2,4,5,2,3,2,2,2,3,3,3,2,3,2,3,1,1,NA,1,1,1,3,1,NA,1,4,1,1,1,8,14,3,2,2,8,3,2,1,3,3,1,1,1,1,3,3,3,2,2,1,3,2,NA,2,2,2,2,3,2,73,7,6,15,13,2,2,2,2,2,2,2,1,2,2,-1,8,0,5,3,1,7,1,1,1,1,1,-1,2,28,1,1,9,9,2314,6,4.1,80,5,1,1,3,3,40,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,7,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,1,1,1,1,1,1,1,2,"16:51:13",NA,NA,61,42,42,"7088",1,1,-1,3,1,NA,2,1,4,4,4,NA,2,NA,1,NA,9,9,7,NA,2,NA,2,NA,4,NA,1,NA,48,"00PB","Pen-y-bont ar Ogwr - Bridgend","Bridgend Co Const",3,0,0,"00PBNN","Bryntirion laleston and Merthy",7.14,1.06,"X",20,NA,4048,1,3,1,1,1,1,5,4,4,4,4,2,2,3,3,4,4,4,4,4,2,4,4,3,3,3,3,1,1,2,2,8,8,8,8,8,8,8,2,2,4,4,4,4,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,5,5,1,2,407,1,41,3.33333333333333,0,0,3,1,0
"530",24815,2,0,0,1.1027,"08052003","04052003","19:03:21",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,1,0,1,0,1,0,0,0,1,2,-1,3,2,2,1,-1,-1,-1,-1,-1,NA,NA,4,2,6,NA,3,5,2,NA,1,2,5,"health",3,NA,NA,NA,NA,2,2,2,2,2,1,1,4,2,3,2,2,7,4,5,7,5,4,4,1,2,1,2,1,4,1,3,3,3,2,4,2,2,1,1,1,3,2,2,2,2,1,3,3,1,2,3,4,3,4,3,3,3,3,2,2,2,1,1,1,3,2,NA,2,3,2,2,1,18,8,19,2,1,8,3,4,1,3,3,2,1,4,3,3,3,3,3,3,3,3,1,1,1,1,3,4,3,2,57,5,5,13,12,1,2,2,2,2,2,2,1,2,2,8,8,1,3,1,3,1,1,1,1,4,2,53,1,19,2,1,3,8,4122,7,7.1,75,NA,1,2,3,2,37,9,12,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,1,1,2,2,97,1,1,1,1,"10:57:52",NA,NA,61,50,NA,"7088",3,1,-1,2,2,NA,1,2,2,5,7,NA,3,NA,2,NA,1,11,9,NA,3,NA,3,NA,4,NA,1,NA,48,"00PD","Bro Morgannwg - the Vale of Glamorgan","Bridgend Co Const",3,0,0,"00PDMU","St. Bride s Major ED",7.14,1.06,"X",20,NA,4049,1,4,2,5,3,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,8,1,4,1,4,8,1,1,8,8,2,8,8,4,2,1,1,4,2,1,2,3,1,5,1,2,1,1,1,2,3,1,4,1,3,1105,2,34,1.83333333333333,0,1,3,1,1
"531",24816,2,0,0,1.1027,"03052003","03052003","18:44:43",NA,NA,NA,NA,NA,NA,NA,1,13,0,0,3,2,2,1,1,0,1,0,0,0,0,1,0,0,1,98,97,9,97,NA,1,-1,-1,-1,-1,-1,NA,NA,1,1,5,NA,1,1,5,NA,1,1,2,"1. I don't like rhodri Morgan",97,NA,NA,NA,NA,1,3,4,1,1,2,2,3,3,4,5,1,7,5,4,0,0,0,98,3,1,1,4,1,3,1,2,1,3,1,4,2,1,1,1,1,3,2,1,1,4,4,1,3,2,2,4,4,4,2,3,2,3,4,3,2,4,2,2,1,2,4,2,2,2,3,1,1,19,4,14,1,1,1,5,4,2,2,4,2,2,4,3,2,3,3,3,2,1,1,2,NA,2,2,3,4,3,2,58,5,5,13,12,1,2,2,2,2,2,2,1,2,2,1,1,0,5,1,3,7,1,1,1,4,1,-1,1,20,2,1,3,3,4215,7,7.1,45,NA,1,2,1,5,16,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,1,1,2,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,2,2,98,98,2,1,1,1,"19:24:28",NA,NA,61,40,40,"7088",1,1,-1,2,1,NA,1,2,2,2,7,NA,3,NA,2,NA,2,5,9,NA,3,NA,3,NA,2,NA,2,NA,48,"00PD","Bro Morgannwg - the Vale of Glamorgan","Bridgend Co Const",3,0,0,"00PDMU","St. Bride s Major ED",7.14,1.06,"X",20,NA,4050,1,3,2,4,3,3,4,2,2,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,8,2,2,2,8,3,8,8,2,2305,2,19,2.83333333333333,0,0,1,2,1
"532",24817,2,0,0,1.1027,"08052003","08052003","20:07:46",NA,NA,NA,NA,NA,NA,NA,1,9,0,0,2,3,3,1,0,1,1,0,0,0,0,0,0,0,1,2,-1,1,2,2,1,-1,-1,-1,-1,-1,NA,NA,1,2,2,NA,1,2,2,NA,1,2,3,"education",2,NA,NA,NA,NA,2,2,3,1,1,1,2,5,1,3,4,1,8,2,6,8,98,4,4,2,2,1,2,8,2,2,3,1,3,4,1,2,1,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,4,4,2,3,3,3,2,2,2,2,1,1,2,4,2,2,1,2,2,1,28,8,14,3,1,8,3,4,2,1,4,2,1,1,8,1,3,1,2,2,1,3,2,NA,2,2,2,2,3,2,59,5,5,13,12,1,2,2,2,2,2,2,1,2,2,8,8,7,3,7,3,7,1,1,1,4,2,54,2,15,1,1,3,3,2317,7,3.1,80,NA,1,2,3,4,45,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,1,2,2,2,1,1,1,1,"20:50:13",NA,NA,61,43,43,"7088",2,1,-1,2,2,NA,1,1,2,2,3,NA,1,NA,1,NA,1,5,6,NA,1,NA,1,NA,4,NA,1,NA,48,"00PD","Bro Morgannwg - the Vale of Glamorgan","Bridgend Co Const",3,0,0,"00PDMU","St. Bride s Major ED",7.14,1.06,"X",20,NA,1083,1,2,4,3,4,2,2,1,2,1,2,1,3,1,3,1,2,2,1,1,2,1,3,1,2,3,1,2,3,2,5,2,2,8,8,1,8,2,2,8,1,1,9,3,1,4,1,2,8,8,1,1,2,2,2,4,8,2,2,2,8,2,8,8,2,3,705,1,77,2.83333333333333,0,1,3,1,1
"533",24819,2,0,0,1.654,"16052003","08052003","15:59:35",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,0,0,0,0,1,1,-1,3,1,4,1,-1,-1,-1,-1,-1,NA,NA,4,1,4,NA,1,1,2,NA,1,1,2,"education",2,NA,NA,NA,NA,1,2,1,1,1,2,2,2,3,4,4,1,6,5,5,7,6,98,98,2,1,1,2,2,3,1,3,2,2,1,3,2,1,1,1,1,4,2,4,2,3,3,2,2,2,2,2,2,4,3,3,2,3,3,2,1,NA,1,2,1,3,4,2,2,4,5,1,5,21,2,22,2,3,1,4,5,1,2,3,1,2,2,3,1,1,1,2,2,3,3,2,NA,2,2,4,3,2,2,18,1,1,9,8,1,1,2,2,2,2,2,2,2,2,1,1,0,5,1,3,7,6,5,4,1,2,10,3,8,2,1,3,-1,7113,7,12.1,65,NA,1,2,1,5,35,9,10,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,97,2,1,1,1,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,NA,0,1,1,2,"11:39:41",NA,NA,61,42,NA,"7088",4,1,-1,3,3,NA,2,2,2,NA,12,NA,6,NA,5,NA,1,NA,9,NA,3,NA,3,NA,4,NA,1,NA,48,"00PD","Bro Morgannwg - the Vale of Glamorgan","Bridgend Co Const",3,0,0,"00PDMU","St. Bride s Major ED",7.14,1.06,"X",20,NA,4051,1,2,3,2,4,3,4,2,3,2,3,2,2,1,2,2,3,2,3,1,2,2,3,2,2,3,1,1,2,3,4,2,3,2,3,1,2,2,3,4,4,3,3,4,2,2,2,3,2,3,2,2,3,4,4,4,3,4,3,4,2,2,4,3,3,1,1105,1,20,3.33333333333333,0,1,2,3,0
